Position FEN;Position description;Algorithm;Strategy;Depth;Duration [ms]
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxSequential;Mate aware material evaluation;2;PT0.0086199S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxSequential;Mate aware material evaluation;3;PT0.36342885S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxSequential;Mate aware material evaluation;4;PT9.336339S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxSequential;Mate aware material evaluation;5;PT6M25.4379267S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxSequential;Mate aware piece square evaluation;1;PT0.0003284S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxSequential;Mate aware piece square evaluation;2;PT0.0081299S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxSequential;Mate aware piece square evaluation;3;PT0.3457458S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxSequential;Mate aware piece square evaluation;4;PT8.8144659S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxSequential;Mate aware piece square evaluation;5;PT6M3.27858425S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxSequential;Mate aware piece square material evaluation;1;PT0.00047075S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxSequential;Mate aware piece square material evaluation;2;PT0.01183S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxSequential;Mate aware piece square material evaluation;3;PT0.5011251S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxSequential;Mate aware piece square material evaluation;4;PT12.64848735S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxSequential;Mate aware piece square material evaluation;5;PT8M40.59414215S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxSequentialWithCache;Mate aware material evaluation;1;PT0.00263855S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxSequentialWithCache;Mate aware material evaluation;2;PT0.00954355S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxSequentialWithCache;Mate aware material evaluation;3;PT0.35364635S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxSequentialWithCache;Mate aware material evaluation;4;PT6.2633259S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxSequentialWithCache;Mate aware material evaluation;5;PT2M48.7063009S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxSequentialWithCache;Mate aware piece square evaluation;1;PT0.00068445S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxSequentialWithCache;Mate aware piece square evaluation;2;PT0.0085495S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxSequentialWithCache;Mate aware piece square evaluation;3;PT0.331551S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxSequentialWithCache;Mate aware piece square evaluation;4;PT5.9225552S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxSequentialWithCache;Mate aware piece square evaluation;5;PT2M42.8567075S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxSequentialWithCache;Mate aware piece square material evaluation;1;PT0.0005388S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxSequentialWithCache;Mate aware piece square material evaluation;2;PT0.01303315S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxSequentialWithCache;Mate aware piece square material evaluation;3;PT0.44564915S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxSequentialWithCache;Mate aware piece square material evaluation;4;PT7.9494106S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxSequentialWithCache;Mate aware piece square material evaluation;5;PT3M24.83341175S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxParallel;Mate aware material evaluation;1;PT0.00153775S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxParallel;Mate aware material evaluation;2;PT0.00338905S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxParallel;Mate aware material evaluation;3;PT0.05770125S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxParallel;Mate aware material evaluation;4;PT1.34250685S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxParallel;Mate aware material evaluation;5;PT54.9706866S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxParallel;Mate aware piece square evaluation;1;PT0.00032945S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxParallel;Mate aware piece square evaluation;2;PT0.00144565S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxParallel;Mate aware piece square evaluation;3;PT0.04706665S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxParallel;Mate aware piece square evaluation;4;PT1.19464405S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxParallel;Mate aware piece square evaluation;5;PT49.17267705S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxParallel;Mate aware piece square material evaluation;1;PT0.0005844S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxParallel;Mate aware piece square material evaluation;2;PT0.00209865S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxParallel;Mate aware piece square material evaluation;3;PT0.0732502S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxParallel;Mate aware piece square material evaluation;4;PT1.83881265S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxParallel;Mate aware piece square material evaluation;5;PT1M14.09900405S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxParallelWithCache;Mate aware material evaluation;1;PT0.0005237S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxParallelWithCache;Mate aware material evaluation;2;PT0.0024105S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxParallelWithCache;Mate aware material evaluation;3;PT0.04967635S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxParallelWithCache;Mate aware material evaluation;4;PT0.90115955S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxParallelWithCache;Mate aware material evaluation;5;PT26.418261S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxParallelWithCache;Mate aware piece square evaluation;1;PT0.0007335S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxParallelWithCache;Mate aware piece square evaluation;2;PT0.00172735S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxParallelWithCache;Mate aware piece square evaluation;3;PT0.0454836S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxParallelWithCache;Mate aware piece square evaluation;4;PT0.88075105S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxParallelWithCache;Mate aware piece square evaluation;5;PT25.08699935S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxParallelWithCache;Mate aware piece square material evaluation;1;PT0.00060505S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxParallelWithCache;Mate aware piece square material evaluation;2;PT0.0022213S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxParallelWithCache;Mate aware piece square material evaluation;3;PT0.0639833S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxParallelWithCache;Mate aware piece square material evaluation;4;PT1.15937445S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxParallelWithCache;Mate aware piece square material evaluation;5;PT32.3544637S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxAlphaBetaSequential;Mate aware material evaluation;1;PT0.00034635S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxAlphaBetaSequential;Mate aware material evaluation;2;PT0.0008045S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxAlphaBetaSequential;Mate aware material evaluation;3;PT0.01992055S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxAlphaBetaSequential;Mate aware material evaluation;4;PT0.05183305S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxAlphaBetaSequential;Mate aware material evaluation;5;PT1.4874177S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxAlphaBetaSequential;Mate aware material evaluation;6;PT3.27522145S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxAlphaBetaSequential;Mate aware material evaluation;7;PT1M17.12761605S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxAlphaBetaSequential;Mate aware piece square evaluation;1;PT0.00032785S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxAlphaBetaSequential;Mate aware piece square evaluation;2;PT0.0013526S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxAlphaBetaSequential;Mate aware piece square evaluation;3;PT0.01824075S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxAlphaBetaSequential;Mate aware piece square evaluation;4;PT0.05785265S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxAlphaBetaSequential;Mate aware piece square evaluation;5;PT1.17185565S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxAlphaBetaSequential;Mate aware piece square evaluation;6;PT2.7292263S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxAlphaBetaSequential;Mate aware piece square evaluation;7;PT54.48239195S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxAlphaBetaSequential;Mate aware piece square material evaluation;1;PT0.0004628S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxAlphaBetaSequential;Mate aware piece square material evaluation;2;PT0.0012712S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxAlphaBetaSequential;Mate aware piece square material evaluation;3;PT0.0310673S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxAlphaBetaSequential;Mate aware piece square material evaluation;4;PT0.07579065S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxAlphaBetaSequential;Mate aware piece square material evaluation;5;PT2.14900005S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxAlphaBetaSequential;Mate aware piece square material evaluation;6;PT4.8917007S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxAlphaBetaSequential;Mate aware piece square material evaluation;7;PT1M49.07135945S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxAlphaBetaSequentialWithCache;Mate aware material evaluation;1;PT0.0004393S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxAlphaBetaSequentialWithCache;Mate aware material evaluation;2;PT0.00107265S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxAlphaBetaSequentialWithCache;Mate aware material evaluation;3;PT0.0205263S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxAlphaBetaSequentialWithCache;Mate aware material evaluation;4;PT0.047833S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxAlphaBetaSequentialWithCache;Mate aware material evaluation;5;PT0.97864285S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxAlphaBetaSequentialWithCache;Mate aware material evaluation;6;PT2.11216385S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxAlphaBetaSequentialWithCache;Mate aware material evaluation;7;PT28.2872078S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxAlphaBetaSequentialWithCache;Mate aware piece square evaluation;1;PT0.00035445S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxAlphaBetaSequentialWithCache;Mate aware piece square evaluation;2;PT0.00147905S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxAlphaBetaSequentialWithCache;Mate aware piece square evaluation;3;PT0.01794725S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxAlphaBetaSequentialWithCache;Mate aware piece square evaluation;4;PT0.0553372S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxAlphaBetaSequentialWithCache;Mate aware piece square evaluation;5;PT0.7237665S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxAlphaBetaSequentialWithCache;Mate aware piece square evaluation;6;PT1.6278712S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxAlphaBetaSequentialWithCache;Mate aware piece square evaluation;7;PT17.4075411S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxAlphaBetaSequentialWithCache;Mate aware piece square material evaluation;1;PT0.0005564S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxAlphaBetaSequentialWithCache;Mate aware piece square material evaluation;2;PT0.0014853S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxAlphaBetaSequentialWithCache;Mate aware piece square material evaluation;3;PT0.03026545S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxAlphaBetaSequentialWithCache;Mate aware piece square material evaluation;4;PT0.06876595S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxAlphaBetaSequentialWithCache;Mate aware piece square material evaluation;5;PT1.3456506S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxAlphaBetaSequentialWithCache;Mate aware piece square material evaluation;6;PT3.1180811S
5r1k/1pqnbr1P/p2p1pQp/2p5/3PP2P/1PN5/1PP3R1/R5K1 w - - 0 24;Mid game - promotion - mate in 2 - short;MiniMaxAlphaBetaSequentialWithCache;Mate aware piece square material evaluation;7;PT39.20752785S

Q7/p1pk3p/2p2qp1/3p1b2/8/1PN1P3/P1PP2PP/R4KNR b - - 4 15;Mid game - discovery - mate in 2 - short;MiniMaxSequential;Mate aware material evaluation;1;PT0.00023005S
Q7/p1pk3p/2p2qp1/3p1b2/8/1PN1P3/P1PP2PP/R4KNR b - - 4 15;Mid game - discovery - mate in 2 - short;MiniMaxSequential;Mate aware material evaluation;2;PT0.00706415S
Q7/p1pk3p/2p2qp1/3p1b2/8/1PN1P3/P1PP2PP/R4KNR b - - 4 15;Mid game - discovery - mate in 2 - short;MiniMaxSequential;Mate aware material evaluation;3;PT0.18478895S
Q7/p1pk3p/2p2qp1/3p1b2/8/1PN1P3/P1PP2PP/R4KNR b - - 4 15;Mid game - discovery - mate in 2 - short;MiniMaxSequential;Mate aware material evaluation;4;PT5.7768016S
Q7/p1pk3p/2p2qp1/3p1b2/8/1PN1P3/P1PP2PP/R4KNR b - - 4 15;Mid game - discovery - mate in 2 - short;MiniMaxSequential;Mate aware material evaluation;5;PT2M28.89149525S
Q7/p1pk3p/2p2qp1/3p1b2/8/1PN1P3/P1PP2PP/R4KNR b - - 4 15;Mid game - discovery - mate in 2 - short;MiniMaxSequential;Mate aware piece square evaluation;1;PT0.0002159S
Q7/p1pk3p/2p2qp1/3p1b2/8/1PN1P3/P1PP2PP/R4KNR b - - 4 15;Mid game - discovery - mate in 2 - short;MiniMaxSequential;Mate aware piece square evaluation;2;PT0.00653735S
Q7/p1pk3p/2p2qp1/3p1b2/8/1PN1P3/P1PP2PP/R4KNR b - - 4 15;Mid game - discovery - mate in 2 - short;MiniMaxSequential;Mate aware piece square evaluation;3;PT0.1731693S
Q7/p1pk3p/2p2qp1/3p1b2/8/1PN1P3/P1PP2PP/R4KNR b - - 4 15;Mid game - discovery - mate in 2 - short;MiniMaxSequential;Mate aware piece square evaluation;4;PT5.48836065S
Q7/p1pk3p/2p2qp1/3p1b2/8/1PN1P3/P1PP2PP/R4KNR b - - 4 15;Mid game - discovery - mate in 2 - short;MiniMaxSequential;Mate aware piece square evaluation;5;PT2M21.64046025S
Q7/p1pk3p/2p2qp1/3p1b2/8/1PN1P3/P1PP2PP/R4KNR b - - 4 15;Mid game - discovery - mate in 2 - short;MiniMaxSequential;Mate aware piece square material evaluation;1;PT0.00031245S
Q7/p1pk3p/2p2qp1/3p1b2/8/1PN1P3/P1PP2PP/R4KNR b - - 4 15;Mid game - discovery - mate in 2 - short;MiniMaxSequential;Mate aware piece square material evaluation;2;PT0.00937615S
Q7/p1pk3p/2p2qp1/3p1b2/8/1PN1P3/P1PP2PP/R4KNR b - - 4 15;Mid game - discovery - mate in 2 - short;MiniMaxSequential;Mate aware piece square material evaluation;3;PT0.2469929S
Q7/p1pk3p/2p2qp1/3p1b2/8/1PN1P3/P1PP2PP/R4KNR b - - 4 15;Mid game - discovery - mate in 2 - short;MiniMaxSequential;Mate aware piece square material evaluation;4;PT7.8150504S
Q7/p1pk3p/2p2qp1/3p1b2/8/1PN1P3/P1PP2PP/R4KNR b - - 4 15;Mid game - discovery - mate in 2 - short;MiniMaxSequential;Mate aware piece square material evaluation;5;PT3M21.19831845S
Q7/p1pk3p/2p2qp1/3p1b2/8/1PN1P3/P1PP2PP/R4KNR b - - 4 15;Mid game - discovery - mate in 2 - short;MiniMaxSequentialWithCache;Mate aware material evaluation;1;PT0.0002502S
Q7/p1pk3p/2p2qp1/3p1b2/8/1PN1P3/P1PP2PP/R4KNR b - - 4 15;Mid game - discovery - mate in 2 - short;MiniMaxSequentialWithCache;Mate aware material evaluation;2;PT0.00740415S
Q7/p1pk3p/2p2qp1/3p1b2/8/1PN1P3/P1PP2PP/R4KNR b - - 4 15;Mid game - discovery - mate in 2 - short;MiniMaxSequentialWithCache;Mate aware material evaluation;3;PT0.17895015S
Q7/p1pk3p/2p2qp1/3p1b2/8/1PN1P3/P1PP2PP/R4KNR b - - 4 15;Mid game - discovery - mate in 2 - short;MiniMaxSequentialWithCache;Mate aware material evaluation;4;PT4.02186405S
Q7/p1pk3p/2p2qp1/3p1b2/8/1PN1P3/P1PP2PP/R4KNR b - - 4 15;Mid game - discovery - mate in 2 - short;MiniMaxSequentialWithCache;Mate aware material evaluation;5;PT1M7.26796125S
Q7/p1pk3p/2p2qp1/3p1b2/8/1PN1P3/P1PP2PP/R4KNR b - - 4 15;Mid game - discovery - mate in 2 - short;MiniMaxSequentialWithCache;Mate aware piece square evaluation;1;PT0.0002358S
Q7/p1pk3p/2p2qp1/3p1b2/8/1PN1P3/P1PP2PP/R4KNR b - - 4 15;Mid game - discovery - mate in 2 - short;MiniMaxSequentialWithCache;Mate aware piece square evaluation;2;PT0.0070725S
